"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Manually Added- ECO Systems, LLC-Aligned Operations-5957","July 16, 2025","Aligned Properties","Aligned Properti  |  SIGONFILE","1415.6","Revenue","Rents","Long Term Rents","8708 Willard Ave","",""
"Manually Added- ECO Systems, LLC-Aligned Operations-5957","July 16, 2025","Aligned Properties","Aligned Properti  |  SIGONFILE","949.85","Revenue","Rents","Long Term Rents","4183 E 146 St","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 16, 2025","Clarks Corner Investments, LLC  |  TRANSFER_OUT","Clarks Corner Investments, LLC  |  TRANSFER_OUT","-6429.07","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","22164 Umland Circle","","Withdrawal from Lofty less June rents deposited to Chase"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","July 16, 2025","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","20000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","","Ian Haber via Coinbase USDC"
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 16, 2025","PULS.COM","Purchase from PULS.COM  |  Address: San Diego, CA, US  |  **3294","-2823.84","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical"," 8143 S Sangamon St.","Unit 1","Multiple Electrical Repairs"
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 16, 2025","Lofty Holding 81","Lofty Holding 81  |  Repairs","2823.84","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other"," 8143 S Sangamon St.","","Transfer from DAO Operating Reserve for Electrical Repairs to Puls"
"Lofty Holding 5541 S Peoria Street DAO LLC-5541 S Peoria St Operations-9125","July 16, 2025","LAWNCARE* LAWNSTARTER","Purchase from LAWNCARE* LAWNSTARTER  |  Address: LAWNSTARTER.C, TX, US  |  **5967","-403.69","Operating Expenses","Cleaning & Maintenance","Gardening & Landscaping","5541 S Peoria St","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 16, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  YZJA63JBFJ","558.95","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 16, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  YZJA63JBFJ","753.74","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"ECO Systems, LLC-1236 W 7th St Operations-6731","July 16, 2025","COUNTY TREASURER","COUNTY TREASURER  |  TAX |  5667105","-574.04","Operating Expenses","Taxes","Property Taxes","1236 W 7th St","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","July 16, 2025","BASELANE","BASELANE  |  RENT#IUCDK","900","Revenue","Rents","Long Term Rents","724 3rd Ave","Floor 2",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 16, 2025","MORTGAGE SERV CT","MORTGAGE SERV CT  |  RETRY PYMT |  8016191218","-2004.54","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","86 Madison Ave","","*SPLIT*"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 16, 2025","LOWES #01784*","Return from LOWES #01784*  |  Address: GLENMONT, NY, US  |  **4425","85.32","Operating Expenses","Repairs","Repairs Supplies","88 Madison Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","July 16, 2025","ARCADIA","Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **8018","-194.79","Operating Expenses","Utilities","Gas & Electric","804 S Quitman St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 16, 2025","PAYLESS POWER","Purchase from PAYLESS POWER  |  Address: 888-4492735, TX, US  |  **4225","-40","Operating Expenses","Utilities","Electric","5401 Odom Ave","",""
"Manually Added- Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","WALKTHRUPHOTO","Purchase from WALKTHRUPHOTO  |  Address: WALKTHRUPHOTO, NY, US  |  **4164","-135","Operating Expenses","Advertising","General Operating Expenses","86 Madison Ave","",""
"Manually Added- Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","WALKTHRUPHOTO","Purchase from WALKTHRUPHOTO  |  Address: WALKTHRUPHOTO, NY, US  |  **4164","-135","Operating Expenses","Advertising","General Operating Expenses","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","WCI*COUNTY WASTE CP CO","Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666","-59.46","Operating Expenses","Utilities","Garbage & Recycling","90 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","WCI*COUNTY WASTE CP CO","Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666","-59.47","Operating Expenses","Utilities","Garbage & Recycling","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","WCI*COUNTY WASTE CP CO","Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666","-59.46","Operating Expenses","Utilities","Garbage & Recycling","86 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","WCI*COUNTY WASTE CP CO","Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666","-59.46","Operating Expenses","Utilities","Garbage & Recycling","84 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-55.5","Operating Expenses","Management Fees","Property Management"," 8143 S Sangamon St.","","July PM Fees 10%"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","LOWE'S #1784","Purchase from LOWE'S #1784  |  Address: GLENMONT, NY, US  |  **4425","-69.33","Operating Expenses","Repairs","Repairs Supplies","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","Heron LFTY0314 DAO LLC  |  TRANSFER_O","Heron LFTY0314 DAO LLC  |  TRANSFER_O","-27.57","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","88 Madison Ave","","June 2025 NOI"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O","Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O","-558.58","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","86 Madison Ave","","June 2025 NOI"
"Manually Added- undefined","July 15, 2025","Home Depot Reconciliation 4/21/25","","-161.43","Loan Payments & Capex","Capital Expenditures","Doors & Windows","86 Madison Ave","","Reconciliation for Door Knobs + Lumber Purchase from The Home Depot 4/21/25 charged out of NOI on 7/15/25"
"Manually Added- undefined","July 15, 2025","Soap Dispenser Reconciliation 4/24/25","","-31.86","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","86 Madison Ave","","Reconciliation for Soap Dispenser Purchase from Amazon 4/24/25 charged out of NOI on 7/15/25"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","24.6","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","88 Madison Ave","","Duvet Cover Amazon Purchase 5/16/25 Reimbursement"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER","Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER","-24.6","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","86 Madison Ave","","Duvet Cover Amazon Purchase 5/16/25 Reimbursement"
"Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012","July 15, 2025","HEMLANE","HEMLANE  |  ACCTVERIFY","-0.13","Revenue","Rents","General Revenue","1432 Sara Ave.","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","Aligned Properties","Aligned Properti  |  WEB PMTS","-157.8","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","656 E 126th St","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","Aligned Properties","Aligned Properti  |  WEB PMTS","-129.6","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","799 Stadelman Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","Aligned Properties","Aligned Properti  |  WEB PMTS","-468.05","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","2094 W 34th Place","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 15, 2025","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","712.06","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  LMCUDBAD37","548.44","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Lofty Holding 5541 S Peoria Street DAO LLC-5541 S Peoria St Operations-9125","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-15.5","Operating Expenses","Management Fees","Property Management","5541 S Peoria St","","PM Fee 10%"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  GK7OGZXWBJ","163.2","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  GK7OGZXWBJ","459.18","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 15, 2025","STRIPE","STRIPE  |  8NRPGQ REN","500","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  YWJRVOROXN","647.34","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  YWJRVOROXN","570.51","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","-776.45","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","90 Madison Ave","","June 2025 NOI"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  3XR4HU3OVC","947.55","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  3XR4HU3OVC","122.45","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  3XR4HU3OVC","1010.55","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  3XR4HU3OVC","118.34","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 15, 2025","STRIPE","STRIPE  |  8NR76Q LFS","55","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","VRBO","VRBO  |  PAYMENT","1042.86","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012","July 15, 2025","HEMLANE","HEMLANE  |  ACCTVERIFY","0.03","Revenue","Rents","General Revenue","1432 Sara Ave.","",""
"Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012","July 15, 2025","HEMLANE","HEMLANE  |  ACCTVERIFY","0.1","Revenue","Rents","General Revenue","1432 Sara Ave.","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 15, 2025","Beagle LFTY0454 DAO LLC  |  TRANSFER_O","Beagle LFTY0454 DAO LLC  |  TRANSFER_O","-1226.6","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","22164 Umland Circle","","June 2025 NOI"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER","Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER","107.99","Transfers & Other","Transfers Between Accounts","General Transfers & Other","90 Madison Ave","","King Bed Frame"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","-107.99","Transfers & Other","Transfers Between Accounts","General Transfers & Other","90 Madison Ave","","King Bed Frame"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","-237.57","Transfers & Other","Transfers Between Accounts","General Transfers & Other","90 Madison Ave","","King Mattress"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER","Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER","237.57","Transfers & Other","Transfers Between Accounts","General Transfers & Other","90 Madison Ave","","King Mattress"
"ECO Systems, LLC-ECO Systems Operations-2624","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-306.1","Transfers & Other","Transfers Between Accounts","General Transfers & Other","13806 Coit Rd","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","306.1","Transfers & Other","Transfers Between Accounts","General Transfers & Other","13806 Coit Rd","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-156.12","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9902 Garfield Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","156.12","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9902 Garfield Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-468.05","Transfers & Other","Transfers Between Accounts","General Transfers & Other","2094 W 34th Place","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","468.05","Transfers & Other","Transfers Between Accounts","General Transfers & Other","2094 W 34th Place","","Unpaid Sewer Bill"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 15, 2025","Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER","Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER","135","Transfers & Other","Transfers Between Accounts","General Transfers & Other","88 Madison Ave","","WalkthruPhoto"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER","-135","Transfers & Other","Transfers Between Accounts","General Transfers & Other","88 Madison Ave","","WalkthruPhoto"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-1442.44","Operating Expenses","Management Fees","Property Management","90 Madison Ave","","June 2025 PM Fees 25%"
"ECO Systems, LLC-ECO Systems Operations-2624","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-157.12","Transfers & Other","Transfers Between Accounts","General Transfers & Other","656 E 126th St","","656 E 126th St Unpaid Bills"
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","157.12","Transfers & Other","Transfers Between Accounts","General Transfers & Other","656 E 126th St",""," Unpaid Bills"
"ECO Systems, LLC-ECO Systems Operations-2624","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-129.6","Transfers & Other","Transfers Between Accounts","General Transfers & Other","799 Stadelman Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","July 15, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","129.6","Transfers & Other","Transfers Between Accounts","General Transfers & Other","799 Stadelman Ave","",""
"ECO Systems, LLC-1236 W 7th St Operations-6731","July 15, 2025","COUNTYTREASURER ONLINE","Purchase from COUNTYTREASURER ONLINE  |  Address: https://iowat, IA, US  |  **4639","-1580.79","Operating Expenses","Taxes","Property Taxes","1236 W 7th St","","2023 Tax Sale Certificate Redemption"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","AMAZON MKTPL*6F8271HW3","Purchase from AMAZON MKTPL*6F8271HW3  |  Address: Amzn.com/bill, WA, US  |  **0745","-54.67","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","88 Madison Ave","","Soap Dispenser and Grip Tape"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","AMAZON MKTPL*5354V6PD3","Purchase from AMAZON MKTPL*5354V6PD3  |  Address: Amzn.com/bill, WA, US  |  **2339","-47.51","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","90 Madison Ave","Floor 2","King Headboard"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 15, 2025","AMAZON MKTPL*NR49181B1","Purchase from AMAZON MKTPL*NR49181B1  |  Address: Amzn.com/bill, WA, US  |  **2339","-79.55","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","90 Madison Ave","Floor 2","King Beddings"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 15, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **0745","-29.98","Operating Expenses","Cleaning & Maintenance","C & M Labor","88 Madison Ave","",""
"Manually Added- undefined","July 14, 2025","Whalec Property Management LLC  |  INTERNAL_TRANSFER","Whalec Property Management LLC  |  INTERNAL_TRANSFER","-292.5","Operating Expenses","Management Fees","Property Management","25 Circle Dr","","July Rent PM Fee"
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-55.8","Operating Expenses","Other Operating Expenses","Software Subscriptions","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-41.8","Operating Expenses","Other Operating Expenses","Software Subscriptions","90 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-27.9","Operating Expenses","Other Operating Expenses","Software Subscriptions","84 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-27.9","Operating Expenses","Other Operating Expenses","Software Subscriptions","86 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-13.95","Operating Expenses","Other Operating Expenses","Software Subscriptions","22164 Umland Circle","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","PRICELABSINC*DYNAPRICE","Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398","-13.95","Operating Expenses","Other Operating Expenses","Software Subscriptions","3560 Saint Albans Rd","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","HOME OUTLET - 6296","Purchase from HOME OUTLET - 6296  |  Address: SCHENECTADY, NY, US  |  **4425","-102.96","Operating Expenses","Repairs","Repairs Supplies","88 Madison Ave","","*CHECK*"
"ECO Systems, LLC-1236 W 7th St Operations-6731","July 14, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-50","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1236 W 7th St","","Reimbursement for Yard Work"
"ECO Systems, LLC-ECO Systems Operations-2624","July 14, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","50","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1236 W 7th St","","Reimbursement for Yard Work"
"ECO Systems, LLC-1236 W 7th St Operations-6731","July 14, 2025","ECO Systems, LLC","ECO Systems, LLC  |  OR funds s","2371.14","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","1236 W 7th St","","Transfer from DAO Operating Reserve for Tax Payments"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","LOWE'S #1784","Purchase from LOWE'S #1784  |  Address: GLENMONT, NY, US  |  **4425","-93.18","Operating Expenses","Repairs","Repairs Supplies","88 Madison Ave","","*CHECK*"
"ECO Systems, LLC-Aligned Operations-5957","July 14, 2025","HEMLANE","HEMLANE  |  5PDW64 LBF","-100","Operating Expenses","Supplies","General Operating Expenses","1432 Sara Ave.","","Lockbox Fee"
"Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771","July 14, 2025","HEMLANE","HEMLANE  |  YXT5PJ MAI","-89","Operating Expenses","Cleaning & Maintenance","Gardening & Landscaping","9919 S Oglesby Ave","",""
"Lofty Holding 5541 S Peoria Street DAO LLC-5541 S Peoria St Operations-9125","July 14, 2025","STRIPE","STRIPE  |  GKGSTL REN","155","Revenue","Rents","Long Term Rents","5541 S Peoria St","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 14, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  XY4CF2W2OR","961.42","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  XY4CF2W2OR","88.95","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 14, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  XY4CF2W2OR","282.14","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 14, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  XY4CF2W2OR","416.46","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 14, 2025","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","985.52","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 14, 2025","Pelican LFTY0316 DAO LLC  |  TRANSFER_O","Pelican LFTY0316 DAO LLC  |  TRANSFER_O","-348.38","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","326 South Alcott Street","","June 2025 NOI"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **0745","-69.23","Operating Expenses","Cleaning & Maintenance","C & M Labor","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","AMAZON MKTPL*NR2QM6NL1","Purchase from AMAZON MKTPL*NR2QM6NL1  |  Address: Amzn.com/bill, WA, US  |  **2577","-84.07","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","","Trash Bags $8.99x2 + Lamps $19.95x3"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 14, 2025","SAMSCLUB.COM","Purchase from SAMSCLUB.COM  |  Address: 888-746-7726, AR, US  |  **2577","-122.09","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 13, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **2577","-40.98","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
